brandLabel,productLabel,industryLabel,countryLabel
Vestergaard,Mosquito Net,Public Health,Switzerland
Vestergaard,Water Filter,Public Health,Switzerland
Vestre As,Furniture,Furniture Manufacturer,Norway
Vetements,Clothing,Clothing Industry,Switzerland
Veuve Clicquot,Champagne,Alcohol Industry,France
Veuve Clicquot,Veuve Clicquot Brut Yellow Label Champagne,Alcohol Industry,France
Vexed Generation,Men'S Clothing,Clothing Industry,United Kingdom
Vf Corporation,Clothing,Clothing Industry,United States
Vfc,Meat Alternative,Vegan Food,United Kingdom
Vgp Jsc,Napkin,Pulp And Paper Industry,Ukraine
Vhernier,Jewelry,Jewelry,Italy
Via Delle Arti,Food Coloring,Trade,Italy
Via Technologies,Software,Electronics Industry,Taiwan
Viacom,Software,Media Industry,United States
Viaden Media,Software,Entertainment,Belarus
Viafintech,Viacash,Financial Services,Germany
Vianode,Synthetic Graphite,Battery Industry,Norway
Viarco,Graphite Pencil,List Of Art Media,Portugal
Vicat,Cement,"Manufacture Of Cement, Lime And Plaster",France
Victoria Machinery Depot,Ferry,Iron And Steel Industry,Canada
Victoria’S Secret,Cosmetics,Clothing Industry,United States
Victoria’S Secret,Lingerie,Clothing Industry,United States
Victoria’S Secret,Perfume,Clothing Industry,United States
Victoria’S Secret,Undergarment,Clothing Industry,United States
Victorinox,Baggage,Knife Manufacturer,Switzerland
Victorinox,Cutlery,Knife Manufacturer,Switzerland
Victorinox,Swiss Army Knife,Metallurgy,Switzerland
Victorinox,Watch,Knife Manufacturer,Switzerland
Vidacaixa,Life Insurance,Insurance,Spain
Videocon,Consumer Electronics,Conglomerate,India
Videray Technologies Inc,Mtp+,Technology,United States
Videray Technologies Inc,Px Ultra,Technology,United States
Videray Technologies Inc,Px1,Technology,United States
Videray Technologies Inc,Pxt,Technology,United States
Vidisco,Digital Radiography,Industrial Manufacturing,Israel
Vidéotron,Cable Internet Access,Telecommunications,Canada
Vidéotron,Cable Television,Telecommunications,Canada
Vidéotron,Voice Over Ip,Telecommunications,Canada
Viega,"Heating, Ventilation, And Air Conditioning",Building Material,United States
Viesgo,Energy,Energy Sector,Spain
Viewsonic,Computer Monitor,Educational Technology,United States
Viewsonic,Digital Signage,Consumer Electronics Industry,United States
Viewsonic,Educational Software,Computer Hardware Industry,United States
Viewsonic,Flat-Panel Display,Educational Technology,United States
Viewsonic,Interactive Whiteboard,Educational Technology,United States
Viewsonic,Plasma Display,Electronics,United States
Viewsonic,Software,Consumer Electronics Industry,United States
Viewsonic,Video Projector,Electronics,United States
Vige.Dr,Veterinary Services,Veterinary Medicine,India
Viiv Healthcare,Medication,Pharmaceutical Industry,United Kingdom
Viking Aircraft Inc.,Powered Parachute,Aerospace,United States
Viking Holdings Ltd,River Cruise,Tourism Industry,United States
Viksund Yachts Of Norway,Yacht,Shipbuilding,Norway
Viktor & Rolf,Perfume,Clothing Industry,Netherlands
Vila,Clothing,Retail,Denmark
Vilebrequin,Swimsuit,Retail,Switzerland
Village Inn,Breakfast,Restaurant,United States
Village Physio,Physiotherapy,Health Care,United Kingdom
Villagers Film Studio,Film,Film Industry,India
Villagers Film Studio,Filmmaking,Film Industry,India
Villagers Film Studio,Studio,Film Industry,India
Villani S.P.A.,Salume,Meat Industry,Italy
Villeroy & Boch,Sink,Furniture Construction,Germany
Villeroy & Boch,Tableware,Furniture Construction,Germany
Villy Custom,Bicycle,Bicycle Industry,United States
Vilma,Cassette Deck,Consumer Electronics Industry,Lithuania
Vilma,Flight Recorder,Consumer Electronics Industry,Lithuania
Vilma,Reel-To-Reel Audio Tape Recorder,Consumer Electronics Industry,Lithuania
Vilofoss,Animal Feed,Animal Feed,Denmark
Vilofoss,Compound Feed,Animal Feed,Denmark
Vimak Publishers Nigeria Limited,Book,Publishing,Nigeria
Vimpelcom,Internet Service Provider,Telecommunications,Russia
Vinacapital,Asset Management,Financial Services,Vietnam
Vince & Son,Truck,Automotive Industry,United Kingdom
Vinda International,Tissue Paper,Pulp And Paper Industry,People'S Republic Of China
Vinegar Syndrome,Dvd,Film Preservation,United States
Vineyard Vines,Clothing,Retail,United States
Vineyard Vines,Necktie,Retail,United States
Vinfast,Electric Car,Automotive Industry,Vietnam
Vinfast,Passenger Car,Automotive Industry,Vietnam
Vinmonopolet,Alcoholic Beverage,Liquor Store,Norway
Vinotemp,Storage Of Wine,Manufacturing,United States
Vintage Cellars,Liquor,Retail,Australia
Viohalco,Aluminium,Iron And Steel Industry,Belgium
Viotek,Computer Monitor,Computer Hardware Industry,United States
Vip Operator,General Packet Radio Service,Telecommunications,North Macedonia
Virgin Drinks,Virgin Cola,Beverage Industry,United Kingdom
Virgin Fibra,Fiber-Optic Communication,Telecommunications Industry,Italy
Virgin Fibra,Landline Telephone,Telecommunications,Italy
Virgin Hotels,Hotel,Hotel,United States
Virgin Interactive,Software,Video Game Industry,United States
Virgin Limited Edition,Tourism,Tourism,United Kingdom
Virgin Mobile South Africa,Prepaid Mobile Phone,Telecommunications,South Africa
Virgin Mobile Uk,Mobile Telephony,Telecommunications,United Kingdom
Virgin Nuts,Nut,Food Industry,Netherlands
Virtu Financial,High-Frequency Trading,Financial Services,United States
Virtual Fairground,Video Game Industry,Video Game Industry,Netherlands
Virtustream,Infrastructure As A Service,Cloud Computing,United States
Virtutech,Simics,Software Industry,United States
Vis-Avto,Light Commercial Vehicle,Automotive Industry,Russia
Visa Inc.,Credit Card,Financial Services,United States
Visana,Accident Insurance,Insurance,Switzerland
Visana,Health Insurance,Insurance,Switzerland
Visceral Games,Dead Space,Video Game Industry,United States
Visco Corporation,System Ssv,Video Game Industry,Japan
Viseon Bus,Bus,Commercial Vehicle Manufacturer,Germany
Vishay Intertechnology,Q137717248,Electronics,United States
Visio Corporation,Software,Software Development,United States
Vision Film Company Llc,Film,Film Industry,United States
Visioneer,Software,Software Industry,United States
Visma,Business Software,Software Industry,Norway
Vista Outdoor,Ammunition,Shooting Sports,United States
Vista Outdoor,Outdoor Gear,Shooting Sports,United States
Visual Works,Final Fantasy Vii: Advent Children,Film Industry,Japan
Visvim,Men'S Clothing,Clothing Industry,Japan
Vital Energy,Natural Gas,Petroleum Industry,United States
Vital Vision Film Music,Music,Music Industry,United States
Vitanova Brands,Buffet,Restaurant Industry,United States
Vitera Healthcare Solutions,Electronic Health Records,Health Information Technology,United States
Vitmark,Juice,Food Industry,Ukraine
Vitmark,Non-Alcoholic Beverage,Food Industry,Ukraine
"Vitrue, Inc.",Software,Social Media,United States
Vitsœ,Furniture,Industrial Manufacturing,United Kingdom
Vitsœ,Rack With Shelves,Industrial Manufacturing,United Kingdom
Vitsœ,Shelf (Storage),Manufacturing,England
Vitticeps Ltd,Shadowingmaster,Software Industry,United Kingdom
Vittoria Assicurazioni,Compulsory Vehicle Liability Insurance,Insurance Industry,Italy
Vittoria Assicurazioni,Insurance,Insurance Industry,Italy
Vityas,Charging Station,Mechanical Engineering,Belarus
Vityas,Television Set,Mechanical Engineering,Belarus
Viva (Bolivia),Mobile Phone,Telecommunications,Bolivia
Viva Armenia,Data Transmission,Cellular Network,Armenia
Viva Communications,Book,Conglomerate (Company),Philippines
Viva Communications,Drink,Conglomerate (Company),Philippines
Viva Communications,Film,Conglomerate (Company),Philippines
Viva Communications,Food,Conglomerate (Company),Philippines
Viva Communications,Music,Conglomerate (Company),Philippines
Viva Communications,Sport,Conglomerate (Company),Philippines
Viva Communications,Television Show,Conglomerate (Company),Philippines
Viva Communications,Web Portal,Conglomerate (Company),Philippines
Viva Entertainment,Film,Entertainment Industry,Philippines
Viva Films,Film,Film Industry,Philippines
Vivacom,Internet Protocol Television,Telecommunications,Bulgaria
Vivacom,Internet Service Provider,Telecommunications,Bulgaria
Vivacom,Landline,Telecommunications,Bulgaria
Vivacom,Mobile Telephony,Telecommunications,Bulgaria
Vivacom,Satellite Television,Telecommunications,Bulgaria
Vivato,Wireless Communication,Telecommunications,United States
Vivid Image,Hammerfist,Video Game Industry,United Kingdom
Vivid Money,Bank Account,Financial Services,Ireland
Vivid Money,Bookkeeping,Financial Services,Ireland
Vivid Money,Cashback Reward Program,Financial Services,Ireland
Vivid Money,Digital Banking,Financial Services,Ireland
Vivid Money,Financial Accounting,Financial Services,Ireland
Vivid Money,Interest Rate,Financial Services,Ireland
Vivid Money,Mobile App,Financial Services,Ireland
Vivid Money,Mobile Payment,Financial Services,Ireland
Vivid Money,Payment Card,Financial Services,Ireland
Vivid Money,Personal Finance,Financial Services,Ireland
Vivo,Landline Telephone,Telecommunications,Brazil
Vivo,Online Service Provider,Electronics Industry,People'S Republic Of China
Vivo,Smartphone,Electronics Industry,People'S Republic Of China
Vivo,Software,Electronics Industry,People'S Republic Of China
Vladivostok Fish Factory,Seafood,Fishing Industry,Russia
Vlsi Technology,Application-Specific Integrated Circuit,Electronics,United States
Vltava Labe Media,Newspaper,Publishing Industry,Czech Republic
Vm Motori,Diesel Engine,Automotive Industry,Italy
Vmedia,Cable Internet Access,Telecommunications,Canada
Vmedia,Iptv,Telecommunications,Canada
Vmedia,Security Alarm,Telecommunications,Canada
Vmedia,Voice Over Ip,Telecommunications,Canada
Vmware,Omnissa Horizon,Software Industry,United States
Vmware,Vcenter,Software Industry,United States
Vmware,Vmware Esxi,Software Industry,United States
Vmware,Vmware Fusion,Software Industry,United States
Vmware,Vmware Thinapp,Software Industry,United States
Vmware,Vmware Vsphere,Software Industry,United States
Vmware,Vmware Workstation Player,Software Industry,United States
Vmware Carbon Black,Computer Security Software,Endpoint Security,United States
Vocaltec,Voice Over Ip,Telecommunications,Israel
Voce,Mobile Phone,Telephone Company,United States
Vocus Group,Backhaul (Telecommunications),Telecommunications Service,Australia
Vocus Group,Broadband,Telecommunications Service,Australia
Vocus Group,Cloud Computing,Telecommunications Service,Australia
Vocus Group,Data Center,Telecommunications Service,Australia
Vocus Group,Human Voice,Telecommunications Service,Australia
Vodacom,Landline Telephone,Telecommunications,South Africa
Vodacom,Mobile Telephony,Telecommunications,South Africa
Vodacom Tanzania,Mobile Telephony,Mobile Phone Industry,Tanzania
Vodafone,Landline Telephone,Telecommunications,United Kingdom
Vodafone,Mobile Telephony,Telecommunications,United Kingdom
Vodafone Albania,Broadband,Telecommunications Industry,Albania
Vodafone Albania,Internet Service Provider,Telecommunications Industry,Albania
Vodafone Albania,Landline,Telecommunications Industry,Albania
Vodafone Albania,Mobile Telephony,Telecommunications Industry,Albania
Vodafone Czech Republic,Landline,Telecommunications Industry,Czech Republic
Vodafone Czech Republic,Mobile Telephony,Telecommunications Industry,Czech Republic
Vodafone Czech Republic,Prepaid Mobile Phone,Telecommunications,Czech Republic
Vodafone Deutschland,Cable Television,Telecommunications Industry,Germany
Vodafone Germany,Prepaid Mobile Phone,Telecommunications,Germany
Vodafone Hungary,Prepaid Mobile Phone,Mobile Phone Industry,Hungary
Vodafone Iceland,Internet,Telecommunications,Iceland
Vodafone Iceland,Telephone,Telecommunications,Iceland
Vodafone Iceland,Telephony,Telecommunications,Iceland
Vodafone Iceland,Television,Telecommunications,Iceland
Vodafone Idea,Mobile Telephony,Telecommunications,India
Vodafone India,Mobile Telephony,Telecommunications,India
Vodafone Italy,Landline Telephone,Telecommunications,Italy
Vodafone Italy,Mobile Telephony,Telecommunications,Italy
Vodafone Netherlands,Mobile Telephony,Telecommunications,Netherlands
Vodafone Portugal,Mobile Telephony,Telecommunications,Portugal
Vodafone Spain,Telephony,Mobile Phone Industry,Spain
Vodafone Uk,Landline Telephone,Telecommunications,United Kingdom
Vodafone Uk,Mobile Telephony,Telecommunications,United Kingdom
Vodafone Yu,Telephony,Telecommunications,Spain
Vodafone Yu,Television,Telecommunications,Spain
Vodafonethree,Landline Telephone,Telecommunications,United Kingdom
Vodafonethree,Mobile Telephony,Telecommunications,United Kingdom
Vodafoneziggo,Landline,Telecommunications Industry,Netherlands
Vodafoneziggo,Landline Telephone,Telecommunications,Netherlands
Vodafoneziggo,Mobile Telephony,Telecommunications,Netherlands
Voere,Firearm,Industrial Manufacturing,Austria
Vog And Wod,Book,Publishing,Nigeria
Voiello,Pasta,Food Industry,Italy
Voigtländer,Camera,Optics,Germany
Voit,Sports Equipment,Sports Equipment,United States
Vojenské Lesy A Statky Čr,Wood,Forestry,Czech Republic
Vojvođanska Banka,Commercial Bank,Financial Sector,Serbia
Vokks Kraft,Hydroelectricity,Electricity Generation,Norway
Volato Aeronaves,Airplane,Aerospace Industry,Brazil
Volchok,Streetwear,Clothing Industry,Russia
Volcom,Clothing,Textile Industry,United States
Volfas Engelman,Apfelwein,Brewing Industry,Lithuania
Volfas Engelman,Beer,Beverage Industry,Lithuania
Volfas Engelman,Cider,Brewing Industry,Lithuania
Volfas Engelman,Energy Drink,Brewing Industry,Lithuania
Volfas Engelman,Kvass,Brewing Industry,Lithuania
Volgabus,Bus,Automotive Industry,Russia
Volgatelecom,Cable Television,Telecommunications,Russia
Volgatelecom,Internet Service Provider,Telecommunications,Russia
Volgograd Tractor Plant,Artillery,Machine Industry,Russia
Volgograd Tractor Plant,Combat Vehicle,Machine Industry,Russia
Volgograd Tractor Plant,Tractor,Machine Industry,Russia
Volks,Doll,Game Industry,Japan
Volksbank,Finance,Financial Services,Austria
"Volkswagen (China) Investment Co., Ltd.",Car,Automotive Industry,People'S Republic Of China
Volkswagen Group,Car,Automotive Industry,Germany
Volkswagen Group,Motorcycle,Automotive Industry,Germany
Volkswagen Group,Truck,Automotive Industry,Germany
Volkswagen Group,Van,Automotive Industry,Germany
Volkswagen Group Of America,Car,Automotive Industry,United States
Volkswagen India,Car,Automotive Industry,India
Volleybird.Shop,Gift Boxes & Tin,Subscription Box,United States
Volleybird.Shop,Luxury Good,Subscription Box,United States
Volleybird.Shop,Subscription Box,Subscription Box,United States
"Volný, A.S.",Internet Service Provider,Telecommunications,Czech Republic
Volocopter,Unmanned Aerial Vehicle,Aerospace Industry,Germany
Voltage Pictures,Film,Film Industry,United States
Voltaiq,Software As A Service,Battery Industry,United States
Volvo Cars,Car,Car Manufacturing,Sweden
Volvo Construction Equipment,Truck,Manufacture Of Machinery And Equipment,Sweden
Volvo Penta,Marine Propulsion,Heavy Equipment,Sweden
Volx Appliance Repair,Appliance Repair,Appliance Repair,United States
Volzhanin,Bus,Automotive Industry,Russia
Von Dutch,Clothing,Textile Industry,United States
Voodoopc,Personal Computer,Information And Communications Industry,Canada
Voortman (Company),Loincloth,Textile Industry,Belgium
Voronezh Aircraft Production Association,Airplane,Aerospace Industry,Russia
Vortech,Aircraft Part,Aerospace,United States
Vortech,Autogyro,Aerospace,United States
Vortech,Helicopter,Aerospace,United States
Vortech,Helicopter Rotor,Aerospace,United States
Vortech,Homebuilt Aircraft,Aerospace,United States
Vortice,Dehumidifier,Industrial Manufacturing,Italy
Vortice,Hydronics,Industrial Manufacturing,Italy
Vortice,Mechanical Fan,Industrial Manufacturing,Italy
Vortice,Q3680740,Industrial Manufacturing,Italy
Vortice,Vacuum Cleaner,Industrial Manufacturing,Italy
Vortice,Ventilation,Industrial Manufacturing,Italy
Vortice,Wc Fan,Industrial Manufacturing,Italy
Vorton Technologies,Software,Software Industry,Canada
